,title,company,description,location,jobID,jobType,salary,platform,posting_date
262,"Senior Full-Stack Java Developer to develop code, assist unit testing, and...",S.i. Systems,"Position: Senior Full-Stack Java Developer to develop code, assist with unit testing, and make recommendations that
Our valued crown corporation client is seeking a Senior Full-Stack Java (Spring) Developer to develop code and assist with unit testing for a highly-available legacy system! Initial 7-month contract in Ottawa, ON (% Remote - occasional team meetings/events will be held in Ottawa). This role has a strong likelihood of being extended for up to a maximum term of 3 years.

The winning candidate will be part of an on-call rotation later in the year (on-call paid out as 1hr per 24 hour period, and overtime as required).

Responsibilities:

Assist Scrum Team on large project initiatives as well as smaller initiatives & bugfixes Implement features and analyze how they will handle various scenarios

Participate in the development of code and unit tests (automated or not) for a variety of products

Create and contribute to mechanisms to enable effective and consistent coding practices

Estimate capacity, velocity and throughput to enable accurate forecasting

Assist with improving backlog clarity and maintenance processes

Research, evaluate and make recommendations that support or improve Scrum Team processes

Work with Scrum Team to develop documentation to support ongoing usage of their products

Support the application once sufficient knowledge of the product has been acquired

Must-Have

Skills:

5+ years of experience in a Java development environment, with demonstrated Java Enterprise Edition (JEE) application development experience utilizing the Spring framework

Demonstrated experience utilizing various Java components such as EJB, JDBC, JMS, JMX, JTA, Servlet, JCA or JAXBDemonstrated experience working with significant Oracle Weblogic and Oracle database components

Demonstrated experience web front end development (such as Thymeleaf, HTML, CSS, JavaScript, Ajax/JQuery)
Demonstrated experience with relational database skills (SQL), writing stored procedures and PL/SQL using tools such as SQL Plus / SQL Developer Nice-to-have

Skills:

Demonstrated operational experience in maintaining a high availability system

Excellent written and verbal communication skills in English and French","Winnipeg, MB",1gR6exbCHh5B94i3AAAAAA%3D%3D,Full-time and Contractor,null,Learn4Good,2024-03-08
263,Senior Front-End Developer (Typescript),Targeted Talent,"We are looking for an experienced Senior Front-End Developer for our client. This is a permanent position that is remote to start with later relocation to Calgary or Winnipeg. Our client is a global enterprise company with a product that you've likely used.

You Have:
• 5+ years' experience working on web applications as a Front-End Developer
• Solid experience working in JavaScript and relevant frameworks
• Experience working with React and Typescript is required
• Experience working with AWS

Perks:
• Competitive Salary
• Individual performance bonus
• Health and dental benefits
• 3 weeks' vacation
• Relocation Package","Winnipeg, MB",UONLlNDIzY-KIFEnAAAAAA%3D%3D,Full-time,null,Career Beacon,2024-02-19
264,Senior Java Developer,Targeted Talent,"At Targeted Talent, we love finding our clients the best possible talent, and it shows!

Are you a Senior Java Developer who loves working with cutting-edge technologies and solving complex problems? If so, we have an exciting opportunity for you! We are looking for a Senior Java Developer to join our client's team of high performers and help them build and troubleshoot scalable systems that deliver a best-in-class customer experience.

As a Senior Java Developer, you will have a strong background in Java development and architecture, as well as experience with various AWS services, message brokers, system logging tools, Terraform, Git, Bitbucket, RESTful web services, MySQL and NoSQL.

Key components to success:
• Work with the product team to provide technical knowledge and expertise for future products.
• Deep knowledge and experience with Java 17, is a plus, Java 8 and up a requirement.
• Previous experience with message brokers (RabbiMQ, Amazon SQS).
• Use AWS (EC2, ECS, S3 Lambda, Fargate, DynamoDB/RDS, Elasticache and Elastisearch) to deploy and manage scalable and resilient cloud infrastructure.
• Monitor and troubleshoot system performance using tools like Prometheus, Graphite and CloudWatch.
• Apply Terraform to automate and simplify infrastructure provisioning and configuration management.
• Use Git and Bitbucket to manage code versions and collaborate with other developers.
• Develop and consume RESTful web services using standard protocols and formats.
• Understand the process of continuous deliver, deployment and integration.
• Work with MySQL and NoSQL databases to store and retrieve data efficiently and securely.
• Apply software engineering fundamentals such as data structures, testing and debugging to ensure robust and maintainable code.
• Work with React.js and Google App Engine with Python 2.7 to support the Front End team.

What's in it for you?

A chance to work with a talented and supportive team that values your skills and expertise. • A competitive salary that reflects your experience and contributions. • A flexible work arrangement that allows you to work remotely or hybridly according to your preference. • A rewarding career with an employer that cares about your success and growth. When our customers win, we win with them!

If this sounds like the perfect role for you, don't hesitate to apply today","Winnipeg, MB",aJ5O3Pz0eiWV-6BuAAAAAA%3D%3D,Full-time,null,Career Beacon,2024-02-17
265,Intermediate Full Stack (.NET & Angular 6+) Developer with PowerBuilder...,confidential,"Our Public Enterprise client is seeking an Intermediate Full Stack (.NET & Angular 6+) Developer with PowerBuilder experience to support new pod formation that will develop and integrate applications in a DevOps/Agile Environment - 0077724, 0077707

1 year contract, with possibilities of extensions. Vancouver candidates preferred ( Hybrid - 1 day/month in office)

Must Have:
• 5+ years of experience as a Software developer with 2+ years of work experience within Agile, Cloud and a DevOps/ CI/CD environment
• Experience with Microsoft Stack with technologies and frameworks: .NET, C#, SQL, XUnit, NUnit, Entity Framework, TDD, and Azure
• Experience with Microservices/API
• Experience with frontend development such as JavaScript, Angular 6+, HTML, CSS, and JQuery.
• 3+ years' experience with PowerBuilder development
• Holds Scaled Agile Framework (SAFe) training and certification like SAFe Practitioner, or commitment to take the course and obtain certification within 2 months from commencement of work.
• Considerable experience in leading the development cycle (design, develop, integrate, test, prototype).
• Bachelor's degree in computer science or STEM (Science, Technology, Engineering, Math)

Nice to Have:
• Powerserver Experience

Responsibilities:
• This position fully participates in activities that support the team’s delivery and continuous improvement through assisting other roles with their work, mentoring and promoting a respectful and collaborative culture. You will be required to draw on your experience in leading the development cycle (design, develop, integrate, test, prototype) working with the full Microsoft Stack.
• Performs many activities in the Dev/Test stage of the DevOps lifecycle including creating builds and performing testing in a technical environment with tools such as Microsoft Azure.
• Troubleshoots performance, reliability, and stability issues","Winnipeg, MB",X5KfH2Gi66kVp_ArAAAAAA%3D%3D,Temp work,null,Jooble,null
266,Senior React Developer,Targeted Talent,"We are looking for an experienced React Developer for our client. This is a permanent position that is remote to work. Our client is a startup with an Agriculture selling platform, leveraging blockchain technology for security and tracing of product for buyers and sellers.

You Have:
• 4+ years' experience as a Front-End Software Developer
• 4+ years' experience with React and Redux
• Experience working with GraphQL is highly regarded
• Experience working with Typescript is highly regarded

Perks:
• Competitive Salary
• Individual performance bonus
• Health and dental benefits
• 3 weeks' vacation
• Relocation Package
• Unfortunately we are only able to consider candidates who either live in Canada, or currently have an active Canadian work visa or citizenship for this role.

If this opportunity sounds like something that fits your career path, please apply to this posting; we'd love to talk to you!","Winnipeg, MB",I81AE26TxWBiQz_UAAAAAA%3D%3D,Full-time,null,Career Beacon,null
267,Web Developer,Vincent Design Inc.,"Company Description

Vincent Design Inc. is an Indigenous-led, Creative Marketing agency based in Winnipeg, MB. Our expertise includes branding, design for print and marketing materials, web design and development, marketing campaigns, video production, app design and development, database management systems, programming, large scale publication layouts, promotional material design, road-mapping/marketing strategies, consulting, and illustration.

Role Description

This is a full-time role for a Web Developer at Vincent Design Inc. As a Web Developer, you will be responsible for developing and maintaining websites, both front-end and back-end development, programming, and web design. You will collaborate with our design and marketing teams to create engaging and user-friendly digital experiences. This is an on-site role located in Winnipeg, MB.

Qualifications
• Front-End Development and Back-End Web Development skills
• Strong knowledge WordPress
• Proficiency in Web Design, UI/UX
• Experience in developing and managing websites
• Good problem-solving and troubleshooting skills
• Ability to work collaboratively in a team environment
• Experience with responsive and mobile-first design
• Experience with SEO optimization and web analytics
• Excellent communication and time management skills","Winnipeg, MB",x24O9il6Rt01BtMhAAAAAA%3D%3D,Full-time,null,LinkedIn,2024-03-15
268,Web Developer,True North Sports + Entertainment,"True North Sports + Entertainment is looking for a dedicated, creative, and communicative individual to join our team.

As a Web Developer, you'll play a crucial role in developing and enhancing our suite of digital properties. You'll collaborate with various internal teams to translate their needs into functional and dynamic web solutions. This is a fantastic opportunity to showcase both your creative design and technical skills while contributing to exciting projects in the sports and entertainment industry.

You will be joining a team of passionate self-driven learners dedicated to creating engaging digital experiences for our fans and customers. Our mission is to develop and deliver high-quality web design across our diverse digital properties. If you’re ready to lead and contribute to innovative web projects in the sports and entertainment industry, we’d love to welcome you to our team.

What to be excited for in this role:
• Web Development
• Build and maintain high-quality responsive websites using HTML, CSS, JavaScript, and jQuery.
• Own building webpages through the full development life cycle, including gathering requirements, development, testing, debugging, documenting, deploying, maintenance, and supporting post-launch.
• Assist and support various departments with content creation by building complex page layouts or working from mock-ups as requested.
• Understand and modify existing websites, images, logos, copy, and supporting systems as business requirements change.
• Content Management Systems (CMS)
• Utilize CMS to ensure seamless content updates and website functionality.
• Assist in onboarding others to the CMS and attend update calls relating to system improvements.
• Quality Assurance
• Conduct thorough testing, debugging, and documentation to ensure performance, reliability, and user satisfaction.
• Ensure web pages follow industry best practices.
• Perform regular website maintenance including PHP updates, plug-in updates, cache configuration, server updates, etc.
• Respond to, isolate, and resolve technical issues such as; database errors, cache issues, assist with cyber-attacks, etc.
• Collaboration
• Work closely with internal departments to understand their digital needs and deliver custom web solutions.
• Give feedback to Design team and content editors to refine digital assets for web.
• Respond to web development service tickets within timelines while meeting website coding and design quality.
• Ability to work with the utmost of discretion and confidentiality.
• Continuous Learning
• Stay updated with the latest web technologies and trends to keep our digital platforms innovative and competitive.
• Practice and suggest development and coding best practices.

What we need from you:

Required
• Proficiency in HTML and CSS.
• Experience with front-end frameworks such as Bootstrap.
• Experience with content management systems (CMS) such as WordPress etc.
• Understanding of basic web server configurations and hosting environments.
• Strong understanding of responsive web design principles.
• Understanding of best practices in web design and development, including responsive design, and website optimization.
• Ability to create visually appealing and user-friendly interfaces.
• Understanding of cross-browser compatibility and accessibility standards.
• Excellent problem-solving and troubleshooting skills.
• Attention to detail and ability to work efficiently to meet deadlines.
• Ability to adapt to new technologies and learn quickly in a fast-paced environment.
• Strong communication skills to work effectively in a collaborative team environment and communicate with non-technical staff.
• Able to provide after-hours support on occasion as the initial point of contact for critical website outages errors and projects.

Preferred
• Basic understanding of JavaScript for front-end interactions and dynamic content.
• Knowledge of UI/UX design principles and best practices.
• Familiarity with Adobe Creative Suite (Photoshop, Illustrator, etc.) or similar design tools.
• Experience with version control systems such as Git.
• Knowledge of SEO principles and best practices.
• Certificate or Diploma in Full Stack Web Development, Digital Media Design or equivalent

Accommodations are available upon request throughout all aspects of the selection process. Candidates requiring accommodations may contact, in confidence, hr@tnse.com.

Why you should join us

We are True North! At True North Sports + Entertainment, we have developed a culture where our employees are engaged, challenged, and motivated. We are intentional in ensuring our employees personal values, match our organizational values of Team, Trust & Respect, Integrity, Excellence and Community.

Included as one of Manitoba’s Top Employers since 2008, our work environment is dynamic and fast-paced, offering diverse opportunities that allow you to encounter a variety of situations and develop new skills.

As a source of pride in our community, we are committed to creating a culture that prioritizes the well-being of our people. We are a talented group of professionals who are deeply passionate about our specialized field of work and are dedicated to achieving success together. We encourage you to apply even if your previous experience does not align perfectly with every qualification in the job description. You may be just the right person for this role, or other roles!

We are Venues | We are People | We are Community

WE ARE TRUE NORTH

Closing Date: Wednesday, March 27th, 2024","Winnipeg, MB",qqu_XMtUj9tr8pW0AAAAAA%3D%3D,Full-time,null,LinkedIn,2024-03-14
269,Web Developer,Marshal Yard,"Marshal Yard has a career opportunity for a solutions-oriented Web Developer to join our growing team of integrated communications professionals.

In this role you will work with our team to develop web solutions for our clients that focus on communications and content, applying UI/UX, SEO and HTML/CSS best practices. You must be organized, able to balance multiple projects and complete them within scope and budget.

Our success lies in developing strong partnerships and seamless integration with our clients’ teams to drive growth in their organizations. We also believe in professional development and invest in our people and their education.

We are looking for an enthusiastic, organized and positive person to fill this important position on our team. You’ll be challenged daily, and you’ll work side-by-side with the senior leadership as you learn and grow within our agency.

We are a company who cares about your career development with a team that wants to win together. If you push the bar higher at every opportunity and think doing awesome work and having fun are the same thing – then you’ll love working with us.

These are some of the things you’ll get to do with us:
• Collaborate with Accounts, Creative and Clients to create an optimal user experience.
• Translate designs into templates for PHP based CMS.
• Ensure an SEO-friendly and user-centric approach.
• Debug technical websites issues.
• Support website management and perform content updates.
• Build email templates in MailChimp and similar services.
• Provide website training, troubleshooting, and support for end-users.
• Accurately estimate the time required to complete development tasks.
• Work with Accounts to develop proposals, quotes and new business opportunities.

These are the skills and qualifications you have:
• Diploma or degree in a development or UI/UX design field, or comparable work experience.
• 2+ years of relevant experience.
• Experience developing WordPress themes using the Gutenberg Block Editor.
• Experience developing websites using PHP and JavaScript.
• Strong HTML skills, with knowledge of web standards, semantic markup and accessibility.
• Strong CSS skills, with experience using modern CSS layout (Flexbox and Grid) and CSS preprocessors like Sass.
• Knowledge of SEO techniques and best practices, both technical and content related.
• Understanding of performance best practices, including testing and optimization.
• Experience using the Adobe Creative Suite (Photoshop, Illustrator, and XD).
• An eye for design with understanding of user experience best practices.

These are the intangibles you have that are important:
• You have a love for people and building strong, trusted relationships.
• You want to work with a high-performing team that dares to go the extra mile for their clients and one another.
• You have the ability to juggle priorities and adapt in a busy changing office environment, managing multiple projects at once, and adhering to strict deadlines.
• You are able to assess challenges and swiftly address them to ensure client satisfaction.
• You have strong interpersonal skills, integrity and professionalism.
• You have excellent listening and communication skills.
• You are detail-oriented and organized, with emphasis on reliability and responsiveness.
• You take your craft seriously, but not yourself.

This career opportunity with Marshal Yard offers:
• Full-time, permanent in-office position in Winnipeg.
• Salary range $50,000 to $60,000 annually.
• Meaningful work contributing to projects with purpose.
• Continual professional development.
• Competitive compensation.
• Health and dental benefits.
• Flexible, team-based structure that matches people to projects.
• Passionate, fun, like-minded professionals to work with.
• Casual office attire and vibe.

To apply to join our team, please send your resume and to career@marshalyard.ca. No phone calls, please. Closing date is Friday March 29th, 5:00 PM (CDT). Qualified applicants may be contacted before close.

Unfortunately, due to the number of applications we receive we are not able to contact everyone who applies. However, all applications are stored in our talent database and will be considered for future opportunities","Winnipeg, MB",R2pUri-z1t4JDMR3AAAAAA%3D%3D,Full-time,null,LinkedIn,2024-03-14
270,Web developer Verified,Fairysun Systems Inc.,"Education: Bachelor's degree. Tasks: Consult with clients to develop and document Website requirements. Prepare mock-ups and storyboards. Develop Website architecture and determine hardware and software requirements. Source, select and organize information for inclusion and design the appearance, layout and flow of the Website. Create and optimize content for Website using a variety of graphics, database, animation and other software. Research and evaluate a variety of interactive media software products. Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity. Conduct tests and perform security and quality controls. Plan, design, write, modify, integrate and test Web-site related code. Computer and technology knowledge: Adobe Acrobat Reader. Eclipse. Microsoft Visual Studio. Model-View-Controller (MVC). Subversion (SVN). Adobe Illustrator. MAC. Adobe Photoshop. Linux. Unix. Corel Draw. HTML. XML. JavaScript. CSS. PHP. Programming software. HTML editing software. Website creation and management software. Web service design. MySQL. Adobe Dreamweaver. .NET. C#. MS Office. API. Angular.js. Git. Security and safety: Criminal record check. Experience: 3 years to less than 5 years","Winnipeg, MB",cN1xhcZKof37NlriAAAAAA%3D%3D,Full-time,null,Job Bank,2024-02-15
271,Intermediate Web Developer/Programmer,Indigpro Inc,"INDIGPRO IS A 100% INDIGENOUS OWNED AND OPERATED DIGITAL MARKETING COMMUNICATIONS RIGHT HERE ON TREATY #1 TERRITORY, THE ANCESTRAL AND TRADITIONAL HOMELAND OF ANISHINAABE PEOPLES. WE ARE ONE OF THE FASTEST GROWING INDIGENOUS ORGANIZATIONS IN MANITOBA. WE SUPPORT INDIGENOUS COMMUNITIES AND BUSINESSES DRIVING CHANGE!

We’re looking for an enthusiastic Intermediate Developer/Programmer with a passion for solving problems in a creative way, that is motivated to grow and move a one-of-a-kind organization to the next level. You thrive working online and love the challenge of working with new technology and software. This role is for someone who offers a creative flair and you’ll act as a key member of the creative leadership team. As a key member you’ll focus on goals and growth in the area of ideation, innovation and technology to add to and develop IndigPro’s overall portfolio as well as help clients see inventive, creative and measurable results in work we create for them and ourselves.

Intermediate Web Developer/Programmer
• Wordpress theme development experience is required
• Proficient in HTML5 , CSS and JavaScript
• Strong knowledge of Responsive Development and Mobile First approach to theme development
• In depth PHP knowledge is required
• A conceptual thinker who can develop big ideas
• Detail-oriented, even under tight time constraints
• Collaborative, open-minded and comfortable participating in critiques
• Self-motivated to continuously learn and try new things
• Manage timelines and deliverables, production, and communicate evolving project goals
• Work closely with the Creative Director to establish a new unique brand concept from the initial design phase through to execution

Benefits
• IndigPro offers a comprehensive benefits package.

Salary
• Salary starts at $50,000+ based on experience and qualifications

Technical Skills
• 2-4 years in a similar position
• Experience in the following: CMS, HTML, CSS, JavaScript, TypeScript, Bootstrap, React, Node.js and Mobile Development
• Knowledge of, Wordpress, Adobe Experience Manager, React Native, Angular, ASP.NET, SQL. PHP and Java technologies would be an asset
• Website Project Management Experience required
• Understanding of relational databases, web hosting services, domain management knowledge an asset
• Web application development experience an asset

Job Type: Full-time

Salary: $48,000.00-$58,000.00 per year

Benefits:
• Dental care
• Extended health care
• On-site parking
• Vision care

Schedule:
• 8 hour shift
• Monday to Friday

Supplemental pay types:
• Overtime pay

Ability to commute/relocate:
• Winnipeg, MB: reliably commute or plan to relocate before starting work (required)

Work Location: In person

Expected start date: 2023-02-28","Winnipeg, MB",AS4ibUNjIoaSAcw2AAAAAA%3D%3D,Full-time,$48K–$58K a year,Indeed,null
272,Web Developer,True North Sports + Entertainment,"True North Sports + Entertainment is looking for a dedicated, creative, and communicative individual to join our team.

As a Web Developer at TNSE, you'll play a crucial role in developing and enhancing our suite of digital properties. You'll collaborate with various internal teams to translate their needs into functional and dynamic web solutions. This is a fantastic opportunity to showcase both your creative design and technical skills while contributing to exciting projects in the sports and entertainment industry.

You will be joining a team of passionate self-driven learners dedicated to creating engaging digital experiences for our fans and customers. Our mission is to develop and deliver high-quality web design across our diverse digital properties. If you’re ready to lead and contribute to innovative web projects in the sports and entertainment industry, we’d love to welcome you to our team.

What to be excited for in this role:
• Web Development
• Build and maintain high-quality, responsive websites using HTML, CSS, JavaScript, and jQuery.
• Own building webpages through the full development life cycle, including gathering requirements, development, testing, debugging, documenting, deploying,
maintenance, and supporting post-launch.
• Assist and support various departments with content creation by building complex page layouts or working from mock-ups as requested.
• Understand and modify existing websites, images, logos, copy, and supporting systems as business requirements change.
• C
ontent Management Systems
(CMS)
• Utilize
CMS
to ensure seamless content updates and website functionality.
• Assist in onboarding others to the CMS
and attend
update calls relating to system improvements.
• Quality Assurance
• Conduct thorough testing, debugging, and documentation to ensure performance, reliability, and user satisfaction.
• Ensure web pages follow industry best practices.
• Perform regular website maintenance including PHP updates, plug-in updates, cache configuration, server updates, etc.
• Respond to, isolate, and resolve technical issues such as; database errors, cache issues, assist with cyber-attacks, etc.
• Collaboration
• Work closely with internal departments to understand their digital needs and deliver custom web solutions.
• Give feedback to
D
esign team
and
content editors
to refine di
gital assets for web
.
• Respond to web development service tickets within timelines while meeting website coding and design quality.
• Ability to
work with the utmost of discretion and confidentiality.
• Continuous Learning
• Stay updated with the latest web technologies and trends to keep our digital platforms innovative and competitive.
• Practice and suggest development and coding best practices.

What we need from you:

Required
• Proficiency in HTML and CSS.
• Experience with front-end frameworks such as Bootstrap.
• Experience with content management systems (CMS) such as WordPress etc.
• Understanding of basic web server configurations and hosting environments.
• Strong understanding of responsive web design principles.
• Understanding of best practices in web design and development, including responsive design, and website optimization.
• Ability to create visually appealing and user-friendly interfaces.
• Understanding of cross-browser compatibility and accessibility standards.
• Excellent problem-solving and troubleshooting skills.
• Attention to detail and ability to work efficiently to meet deadlines.
• Ability to adapt to new technologies and learn quickly in a fast-paced environment.
• Strong communication skills to work effectively in a collaborative team environment and communicate with non-technical staff.
• Able to provide after-hours support on occasion
as the initial point of contact for
for
critical
website
outage
s
errors
and projects.

Preferred
• Basic understanding of JavaScript for front-end interactions and dynamic content.
• Knowledge of UI/UX design principles and best practices.
• Familiarity with Adobe Creative Suite (Photoshop, Illustrator, etc.) or similar design tools.
• Experience with version control systems such as Git.
• Knowledge of SEO principles and best practices.
• Certificate or Diploma in Full Stack Web Development, Digital Media Design or equivalent","Winnipeg, MB",-jXXFlTbRol8XV-IAAAAAA%3D%3D,Full-time,,Eluta.ca,2024-03-14
273,Web developer Verified,Winplus International Immigration and Education Service Center Inc.,"Education: Bachelor's degree. Asset languages: Mandarin. Cantonese. Tasks: Write, modify, integrate and test software code. Develop Website architecture and determine hardware and software requirements. Identify and communicate technical problems, processes and solutions. Source, select and organize information for inclusion and design the appearance, layout and flow of the Website. Create and optimize content for Website using a variety of graphics, database, animation and other software. Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity. Conduct tests and perform security and quality controls. Plan, design, write, modify, integrate and test Web-site related code. Experience: 3 years to less than 5 years.","Winnipeg, MB",0552AOEFxIps_SCEAAAAAA%3D%3D,Full-time,null,Job Bank,null
274,Web Designer,Winnipeg Technical Services & Solutions,"Desired Profile

Strong knowledge in Photoshop, Dreamweaver, Flash and Illustrator

Good in HTML 5, CSS3, Javascript, jQuery

Experienced in responsive web design

To create and maintain high-quality interactive web experience for our users and customers

Delivering projects on-time as per specifications with an appropriate level of quality

Adapt to and work effectively and efficiently both individually an within a group

Required Skills :

To execute web design projects, on time, to specifications and with adequate quality.

Work Experience : Minimum 2+ years

Minimum 2+ years

Location : Chennai

Chennai

To apply, please email your cover letter and resume at online@wtss.","Winnipeg, MB",1XGAf6OWnpHpZaCrAAAAAA%3D%3D,Full-time,null,Talent.com,null
275,Senior Front-End Developer (Typescript),Targeted Talent,"We are looking for an experienced Senior Front-End Developer for our client. This is a permanent position that is remote to start with later relocation to Calgary or Winnipeg. Our client is a global enterprise company with a product that you've likely used.

You Have:
• 5+ years’ experience working on web applications as a Front-End Developer
• Solid experience working in JavaScript and relevant frameworks
• Experience working with React and Typescript is required
• Experience working with AWS

Perks:
• Competitive Salary
• Individual performance bonus
• Health and dental benefits
• 3 weeks’ vacation
• Relocation Package","Winnipeg, MB",DC14O5ThO_X-Apo8AAAAAA%3D%3D,Full-time,US$65K–US$95K a year,ZipRecruiter,null
276,Web developer,Winplus International Immigration and Education Service Center Inc.,"• Education: Bachelor's degree
• Experience: 3 years to less than 5 years
Asset languages
• Mandarin
• Cantonese
Tasks
• Write, modify, integrate and test software code
• Develop Website architecture and determine hardware and software requirements
• Identify and communicate technical problems, processes and solutions
• Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
• Create and optimize content for Website using a variety of graphics, database, animation and other software
• Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
• Conduct tests and perform security and quality controls
• Plan, design, write, modify, integrate and test Web-site related code
• Work Term: Permanent
• Work Language: English
• Hours: 30 hours per week","Winnipeg, MB",kcPgUdVK8WQQMxzDAAAAAA%3D%3D,Full-time and Part-time,$34 an hour,Indeed,2024-02-24
277,Web developer,Fairysun Systems Inc.,"• Education: Bachelor's degree
• Experience: 3 years to less than 5 years
Tasks
• Consult with clients to develop and document Website requirements
• Prepare mock-ups and storyboards
• Develop Website architecture and determine hardware and software requirements
• Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
• Create and optimize content for Website using a variety of graphics, database, animation and other software
• Research and evaluate a variety of interactive media software products
• Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
• Conduct tests and perform security and quality controls
• Plan, design, write, modify, integrate and test Web-site related code
Computer and technology knowledge
• Adobe Acrobat Reader
• Eclipse
• Microsoft Visual Studio
• Model-View-Controller (MVC)
• Subversion (SVN)
• Adobe Illustrator
• MAC
• Adobe Photoshop
• Linux
• Unix
• Corel Draw
• HTML
• XML
• JavaScript
• CSS
• PHP
• Programming software
• HTML editing software
• Website creation and management software
• Web service design
• MySQL
• Adobe Dreamweaver
• .NET
• C#
• MS Office
• API
• Angular.js
• Git
Security and safety
• Criminal record check
• Work Term: Permanent
• Work Language: English
• Hours: 30 to 40 hours per week","Winnipeg, MB",qLabAuRVzMwvwKLkAAAAAA%3D%3D,Full-time,,SimplyHired,2024-02-15
278,Intermediate Fullstack Developer (React & Node.js),Targeted Talent,"We are looking for an Intermediate Full Stack Developer for our client. This is a permanent position working at an established corporation with a range of products from telecommunications, health, safety and others. It's a great opportunity for someone who would like to be a part of a larger team.

Your Role:
• Develop web applications using React, Redux and ES6+ Javascript
• Develop scalable RESTful and GraphQL services using Node.js, Express and ES6+ Javascript
• Develop code that is unit, integration and end to end tested
• Design and develop scalable systems

You Have:
• Experience with front-end development (React and Redux)
• Experience with backend and API development (Node.js)
• Understanding of unit testing (Jest/Enzyme/React Testing Library preferred)
• Familiar with end to end testing (Cypress.io preferred)
• Familiar with build pipeline and Continuous Integration
• Bonus if you have Docker experience
• Fluent in English and excellent communication skills

Salary: 70-85k depending on experience.
If this opportunity sounds like something that fits your career path, please apply to this posting; we'd love to talk to you","Winnipeg, MB",MqABxRPXuRmSVuGkAAAAAA%3D%3D,Full-time,null,ZipRecruiter,null
279,Web Developer,Edjuster,"Triple E Canada Ltd. is looking for a Web Developer. You have a unique opportunity to work with a dynamic, highly collaborative creative team and impact a premium travel brand. We are a 55+ year family-owned manufacturing business, located in Winkler, Manitoba. Leisure Travel Vans is a premium motorhome brand and is best known for their innovative, high-quality compact motorhomes. Lode King Industries is an innovative and well-known commercial highway transport trailer manufacturer.

Firstly, your front-end development skills are well rounded. Ideally, you have 3+ years of experience working in a front-end/full-stack role. You’re familiar with web best practices, accessibility standards, and modern development stacks & frameworks. You may have mastered the basics of several programming languages (for this role, HTML, CSS, JavaScript, and PHP), but may still be unfamiliar with some advanced functions. You have an eye for good design, and while your focus is to make things function well, you particularly appreciate when they look good too. As a key component of our digital team, you will collaborate closely with our marketing and IT teams, and report to our Digital Team Lead.

What you’ll do:
• Develop & maintain web applications across the Triple E Canada family of companies
• Our stack includes technologies such as WordPress, React + Next.js, MongoDB, and Node.js
• Optimize applications for accessibility, performance, and aesthetics
• Help maintain system integrations with our suite of tools and databases
• Look for new opportunities to improve existing processes & tools
• Write documentation for processes and tools as you build them

Experience & Skills:
• Past experience working in a front-end developer or web developer role
• Experience working with WordPress themes
• Comfortable using GitHub/version control
• Familiar with browser testing & debugging
• Experience working with third-party APIs
• A motivation to learn new tech, and keeping up with the latest trends
• Critical thinking and problem solving skills
• Strong communication skills – written and verbal
• Strong research skills and attention to detail
• A keen eye for clear design & visuals
• Self-starter and driven to learn new skills

Nice to Have:
• Degree in Computer Science or equivalent
• Working knowledge of Node.js and PHP
• Familiarity with Typescript
• Experience with React and Next.js
• Experience with serverless environments (Cloudflare Workers, Vercel, etc)
• Experience with build pipelines and CI/CD
• UX/UI design experience
• MongoDB or relational DB experience

This position is a full-time salary role based out of our office in Winkler, MB. We’re open to discuss remote opportunities for the right candidate. Compensation is based on experience.
#J-18808-Ljbffr","Winnipeg, MB",q8sFlkL9cy2QemHgAAAAAA%3D%3D,Full-time,null,Recruit.net,2024-02-24
